gufi,timestamp,airport,minutes_until_pushback,round_dep_stand_est,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,aircraft_engine_class,aircraft_type,major_carrier,flight_type,est_push_min,difference
AAL1162.DEN.DFW.210403.1303.0010.TFM_TFDM,4/3/2021 14:15,KDEN,69,4/3/2021 15:31,62,26,7,0,8,7,FW,N,FALSE,JET,A321,AAL,NA,76,7
AAL1162.DEN.DFW.210403.1303.0010.TFM_TFDM,4/3/2021 14:15,KDEN,69,4/3/2021 15:32,62,26,7,0,8,7,FW,N,FALSE,JET,A321,AAL,NA,78,9
AAL1162.DEN.DFW.210403.1303.0010.TFM_TFDM,4/3/2021 14:30,KDEN,54,4/3/2021 15:32,64,26,8,0,8,7,FW,N,FALSE,JET,A321,AAL,NA,63,9
AAL1162.DEN.DFW.210403.1303.0010.TFM_TFDM,4/3/2021 14:45,KDEN,39,4/3/2021 15:40,64,26,8,0,8,7,FW,N,FALSE,JET,A321,AAL,NA,55,16
AAL1162.DEN.DFW.210403.1303.0010.TFM_TFDM,4/3/2021 15:00,KDEN,24,4/3/2021 15:40,64,26,8,0,8,7,FW,N,FALSE,JET,A321,AAL,NA,40,16
AAL1162.DEN.DFW.210403.1303.0010.TFM_TFDM,4/3/2021 15:15,KDEN,9,4/3/2021 15:40,64,26,8,0,8,7,FW,N,FALSE,JET,A321,AAL,NA,25,16
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 14:00,KDEN,85,4/4/2021 15:33,66,26,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,93,8
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 14:15,KDEN,70,4/4/2021 15:33,66,26,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,78,8
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 14:15,KDEN,70,4/4/2021 15:34,66,26,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,9
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 14:30,KDEN,55,4/4/2021 15:34,67,26,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,64,9
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 14:45,KDEN,40,4/4/2021 15:42,67,26,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,57,17
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 15:00,KDEN,25,4/4/2021 15:42,67,26,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,42,17
AAL1162.DEN.DFW.210403.1527.0052.TFM,4/4/2021 15:15,KDEN,10,4/4/2021 15:38,67,26,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,23,13
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 14:00,KDEN,143,4/5/2021 15:35,66,22,9,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,96,-47
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 14:15,KDEN,128,4/5/2021 15:35,66,22,9,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,81,-47
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 14:15,KDEN,128,4/5/2021 15:36,66,22,9,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,82,-46
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 14:30,KDEN,113,4/5/2021 15:36,67,23,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,67,-46
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 14:45,KDEN,98,4/5/2021 15:45,67,23,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,61,-37
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 15:00,KDEN,83,4/5/2021 15:45,67,23,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,46,-37
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 15:15,KDEN,68,4/5/2021 15:45,67,23,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,31,-37
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 15:30,KDEN,53,4/5/2021 16:33,73,22,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,64,11
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 15:45,KDEN,38,4/5/2021 16:33,73,22,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,49,11
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 16:00,KDEN,23,4/5/2021 16:33,73,22,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,34,11
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 16:15,KDEN,8,4/5/2021 16:36,73,22,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,21,13
AAL1162.DEN.DFW.210404.1527.0131.TFM,4/5/2021 16:15,KDEN,8,4/5/2021 16:38,73,22,12,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,23,15
AAL1162.DEN.DFW.210406.1526.0176.TFM,4/7/2021 14:30,KDEN,49,4/7/2021 15:31,42,36,15,22,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,61,12
AAL1162.DEN.DFW.210406.1526.0176.TFM,4/7/2021 14:45,KDEN,34,4/7/2021 15:40,42,36,15,22,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,55,21
AAL1162.DEN.DFW.210406.1526.0176.TFM,4/7/2021 15:00,KDEN,19,4/7/2021 15:40,42,36,15,22,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,40,21
AAL1162.DEN.DFW.210406.1526.0176.TFM,4/7/2021 15:15,KDEN,4,4/7/2021 15:24,39,1,12,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,9,5
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 14:00,KDEN,81,4/8/2021 15:33,58,30,12,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,94,13
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 14:15,KDEN,66,4/8/2021 15:33,58,30,12,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,13
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 14:15,KDEN,66,4/8/2021 15:35,58,30,12,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,14
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 14:30,KDEN,51,4/8/2021 15:35,60,30,10,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,65,14
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 14:45,KDEN,36,4/8/2021 15:35,60,30,10,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,50,14
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 15:00,KDEN,21,4/8/2021 15:35,60,30,10,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,35,14
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 15:15,KDEN,6,4/8/2021 15:40,60,30,10,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,25,19
AAL1162.DEN.DFW.210407.1526.0198.TFM,4/8/2021 15:15,KDEN,6,4/8/2021 15:32,60,30,10,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,17,11
AAL1162.DEN.DFW.210408.1526.0202.TFM,4/9/2021 14:00,KDEN,102,4/9/2021 15:36,42,2,20,27,7,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,97,-5
AAL1162.DEN.DFW.210408.1526.0202.TFM,4/9/2021 14:15,KDEN,87,4/9/2021 15:36,42,2,20,27,7,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,82,-5
AAL1162.DEN.DFW.210408.1526.0202.TFM,4/9/2021 14:30,KDEN,72,4/9/2021 15:36,36,1,19,26,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,67,-5
AAL1162.DEN.DFW.210408.1526.0202.TFM,4/9/2021 14:45,KDEN,57,4/9/2021 15:36,36,1,19,26,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,52,-5
AAL1162.DEN.DFW.210408.1526.0202.TFM,4/9/2021 15:00,KDEN,42,4/9/2021 15:27,35,2,12,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,28,-14
AAL1162.DEN.DFW.210408.1526.0202.TFM,4/9/2021 15:15,KDEN,27,4/9/2021 15:27,35,2,12,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,13,-14
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 14:00,KDEN,85,4/10/2021 15:28,44,25,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,89,4
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 14:15,KDEN,70,4/10/2021 15:28,44,25,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,74,4
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 14:15,KDEN,70,4/10/2021 15:30,50,26,6,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,75,5
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 14:30,KDEN,55,4/10/2021 15:30,50,25,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,60,5
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 14:45,KDEN,40,4/10/2021 15:38,50,25,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,54,14
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 15:00,KDEN,25,4/10/2021 15:38,50,25,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,39,14
AAL1162.DEN.DFW.210409.1526.0113.TFM,4/10/2021 15:15,KDEN,10,4/10/2021 15:34,50,25,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,19,9
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 14:00,KDEN,83,4/11/2021 15:33,51,5,30,37,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,94,11
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 14:15,KDEN,68,4/11/2021 15:33,51,5,30,37,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,11
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 14:15,KDEN,68,4/11/2021 15:34,51,5,30,37,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,12
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 14:30,KDEN,53,4/11/2021 15:34,45,4,27,34,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,65,12
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 14:45,KDEN,38,4/11/2021 15:34,45,4,27,34,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,50,12
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 15:00,KDEN,23,4/11/2021 15:31,45,4,27,34,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,31,8
AAL1162.DEN.DFW.210410.1526.0145.TFM,4/11/2021 15:15,KDEN,8,4/11/2021 15:35,45,4,27,34,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,20,12
AAL1162.DEN.DFW.210412.1526.0168.TFM,4/13/2021 14:00,KDEN,84,4/13/2021 15:32,37,12,7,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,92,8
AAL1162.DEN.DFW.210412.1526.0168.TFM,4/13/2021 14:15,KDEN,69,4/13/2021 15:32,37,12,7,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,77,8
AAL1162.DEN.DFW.210412.1526.0168.TFM,4/13/2021 14:30,KDEN,54,4/13/2021 15:32,35,11,11,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,62,8
AAL1162.DEN.DFW.210412.1526.0168.TFM,4/13/2021 14:45,KDEN,39,4/13/2021 15:38,35,11,11,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,53,14
AAL1162.DEN.DFW.210412.1526.0168.TFM,4/13/2021 15:00,KDEN,24,4/13/2021 15:30,35,11,11,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,30,6
AAL1162.DEN.DFW.210412.1526.0168.TFM,4/13/2021 15:15,KDEN,9,4/13/2021 15:36,35,11,11,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,21,12
AAL1162.DEN.DFW.210413.1526.0138.TFM,4/14/2021 14:00,KDEN,80,4/14/2021 15:32,35,17,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,92,12
AAL1162.DEN.DFW.210413.1526.0138.TFM,4/14/2021 14:15,KDEN,65,4/14/2021 15:32,35,17,5,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,77,12
AAL1162.DEN.DFW.210413.1526.0138.TFM,4/14/2021 14:30,KDEN,50,4/14/2021 15:32,34,8,4,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,62,12
AAL1162.DEN.DFW.210413.1526.0138.TFM,4/14/2021 14:45,KDEN,35,4/14/2021 15:38,34,8,4,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,54,19
AAL1162.DEN.DFW.210413.1526.0138.TFM,4/14/2021 15:00,KDEN,20,4/14/2021 15:28,33,30,5,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,9
AAL1162.DEN.DFW.210413.1526.0138.TFM,4/14/2021 15:15,KDEN,5,4/14/2021 15:28,33,30,5,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,14,9
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 14:00,KDEN,83,4/15/2021 15:30,42,15,15,22,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,91,8
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 14:15,KDEN,68,4/15/2021 15:30,42,15,15,22,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,8
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 14:15,KDEN,68,4/15/2021 15:31,42,15,15,22,4,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,8
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 14:30,KDEN,53,4/15/2021 15:31,41,15,15,23,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,61,8
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 14:45,KDEN,38,4/15/2021 15:31,41,15,15,23,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,46,8
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 15:00,KDEN,23,4/15/2021 15:27,39,15,16,25,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,27,4
AAL1162.DEN.DFW.210414.1526.0153.TFM,4/15/2021 15:15,KDEN,8,4/15/2021 15:31,41,15,15,23,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,17,9
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 14:00,KDEN,123,4/16/2021 16:14,29,35,13,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,134,11
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 14:15,KDEN,108,4/16/2021 16:14,29,35,13,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,119,11
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 14:15,KDEN,108,4/16/2021 16:18,29,35,13,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,123,15
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 14:30,KDEN,93,4/16/2021 16:18,27,35,15,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,108,15
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 14:30,KDEN,93,4/16/2021 16:32,28,35,12,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,123,30
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 14:45,KDEN,78,4/16/2021 16:30,28,35,12,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,106,28
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 15:00,KDEN,63,4/16/2021 16:14,27,35,15,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,74,11
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 15:15,KDEN,48,4/16/2021 16:18,27,35,15,0,3,3,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,63,15
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 15:30,KDEN,33,4/16/2021 16:18,28,35,13,0,3,4,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,48,15
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 15:45,KDEN,18,4/16/2021 16:18,28,35,13,0,3,4,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,33,15
AAL1162.DEN.DFW.210415.1526.0170.TFM,4/16/2021 16:00,KDEN,3,4/16/2021 15:54,28,35,13,0,3,4,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-6,-9
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 14:00,KDEN,85,4/17/2021 15:14,34,34,7,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,74,-11
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 14:15,KDEN,70,4/17/2021 15:14,34,34,7,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,59,-11
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 14:15,KDEN,70,4/17/2021 15:15,34,34,7,0,5,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,60,-10
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 14:30,KDEN,55,4/17/2021 15:15,34,29,7,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,45,-10
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 14:45,KDEN,40,4/17/2021 15:24,34,29,7,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,39,-1
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 15:00,KDEN,25,4/17/2021 15:24,34,29,7,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,24,-1
AAL1162.DEN.DFW.210416.1526.0086.TFM,4/17/2021 15:15,KDEN,10,4/17/2021 15:24,34,29,7,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,9,-1
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 14:00,KDEN,85,4/18/2021 15:31,49,28,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,91,6
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 14:15,KDEN,70,4/18/2021 15:31,49,28,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,6
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 14:15,KDEN,70,4/18/2021 15:32,49,28,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,77,7
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 14:30,KDEN,55,4/18/2021 15:32,48,27,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,62,7
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 14:45,KDEN,40,4/18/2021 15:40,48,27,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,56,16
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 15:00,KDEN,25,4/18/2021 15:40,48,27,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,41,16
AAL1162.DEN.DFW.210417.1526.0158.TFM,4/18/2021 15:15,KDEN,10,4/18/2021 15:37,48,27,9,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,22,12
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 14:00,KDEN,113,4/19/2021 15:07,36,2,21,27,7,3,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,68,-45
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 14:15,KDEN,98,4/19/2021 15:07,36,2,21,27,7,3,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,53,-45
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 14:15,KDEN,98,4/19/2021 15:08,36,2,21,27,7,3,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,54,-44
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 14:30,KDEN,83,4/19/2021 15:08,32,6,21,28,1,1,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,39,-44
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 14:45,KDEN,68,4/19/2021 15:18,32,6,21,28,1,1,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,33,-35
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 15:00,KDEN,53,4/19/2021 15:18,32,6,21,28,1,1,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,18,-35
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 15:15,KDEN,38,4/19/2021 15:18,32,6,21,28,1,1,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,3,-35
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 15:45,KDEN,8,4/19/2021 15:33,31,5,14,0,2,2,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-12,-20
AAL1162.DEN.DFW.210418.1526.0105.TFM,4/19/2021 15:45,KDEN,8,4/19/2021 15:38,31,5,14,0,2,2,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-6,-14
AAL1162.DEN.DFW.210419.1526.0032.TFM,4/20/2021 14:30,KDEN,55,4/20/2021 15:03,25,25,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,34,-21
AAL1162.DEN.DFW.210419.1526.0032.TFM,4/20/2021 14:45,KDEN,40,4/20/2021 15:08,25,25,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,24,-16
AAL1162.DEN.DFW.210419.1526.0032.TFM,4/20/2021 14:45,KDEN,40,4/20/2021 15:12,25,25,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,28,-12
AAL1162.DEN.DFW.210419.1526.0032.TFM,4/20/2021 15:00,KDEN,25,4/20/2021 15:12,25,25,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,13,-12
AAL1162.DEN.DFW.210419.1526.0032.TFM,4/20/2021 15:15,KDEN,10,4/20/2021 15:12,25,25,8,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-2,-12
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 14:00,KDEN,85,4/21/2021 15:29,32,12,9,0,6,7,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,90,5
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 14:15,KDEN,70,4/21/2021 15:29,32,12,9,0,6,7,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,75,5
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 14:15,KDEN,70,4/21/2021 15:31,34,14,8,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,77,7
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 14:30,KDEN,55,4/21/2021 15:31,32,11,9,0,5,7,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,62,7
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 14:45,KDEN,40,4/21/2021 15:31,32,11,9,0,5,7,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,47,7
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 15:00,KDEN,25,4/21/2021 15:28,30,9,10,0,5,7,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,28,3
AAL1162.DEN.DFW.210420.1526.0154.TFM,4/21/2021 15:15,KDEN,10,4/21/2021 15:36,32,11,9,0,5,7,OV,N,TRUE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,21,11
AAL1162.DEN.DFW.210421.1526.0095.TFM,4/22/2021 14:00,KDEN,82,4/22/2021 15:15,37,30,6,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,-6
AAL1162.DEN.DFW.210421.1526.0095.TFM,4/22/2021 14:15,KDEN,67,4/22/2021 15:15,37,30,6,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,61,-6
